Letters,Target
"September 20, 1984 TO: J. R. Shostak RE: SALEM Light 85 Product Action Standard Recommendation The current FFLIM85 competitive action standard smoker group reflects share development of 60% heavy smokers (those smokers desiring a high strength delivery cigarette), 40% lighter smokers (those smokers desiring a lighter strength delivery cigarette). Brand/MDD/R&D concur that the competitive smoker group should be reoriented to 70% lighter smokers, 30% heavier smokers, placing a greater priority on the wants of lighter smokers. Implementing this will enable Brand R&D to implement more single- minded and aggressive development of superior products, overcoming the current impasse due to divergent product wants among franchise and competitive smokers. Background/Purpose Recent testing/analysis on Lights 85's suggests divergent wants between 18-34 FFLTM85 competitive smokers of light brands (Merit, Belair, Generics) and heavier brand (Kool Lights, Kool Milds, Newport Lights, VANTAGE) as well as the SALEM Lights 85 franchise smokers. Note: ‘Newport Lights has been grouped inthis category based on smoker panel judgement as the product's ventilation system does not enable accurate competitive product testing. (See Attachment I.) This document reviews the wants of each smoker group to assess the actionability of the current action standard. Current Action Standard Current Performance - . Supériority versus Merit Menthol 85 among Parity 18-34 year old FFLTIM/85MM competitive smokers (60% heavy/40% light). - superiority versus Merit Menthol 85 among Superiority franchise 18+ smokers. Findings/Rationale - Analysis of the data indicates significant differences exist among the three smoker groups, most dramatically the franchise and lighter smokers versus heavier smokers, making the action standard essentially unattainable. Achieving superiority among competitive smokers makes superiority among the franchise unattainable (and vice versa) posing significant franchise risk to a 1.93 share style. (See Attachment II.) SZLn 6hEOS",0
"Avaluable extra... the famous Raleigh coupon on both Raleigh Fier Kings and Fiter Longs. POST-KEYES-CARDWER THC Ratios 3-00173. BWRLP-70-89 Potl page bleed, & color Tv cuine, 9/26/70 BRow & WILLIANSON TOBACCO CORP, 672030244 BeW WEB SITE",4
"PHILIP MORRIS 120 PARK AVENUE, NEW YORK N.Y. 10017-5592» 212) 880-5000 Victor C. Haw (21210702796 March 24, 1994 Mr. Mike Wallace CBS News 555 West 57th Street 9th Floor New York, NY 10019 Dear Mr. Wallace: This letter is in response to statements you made during the Philip Morris press conference this morning relating to ""fire-safe"" cigarettes, which I understand is the subject of ""60 Minutes” broadcast this Sunday. As you know, we previously asked you to provide us with any questions, and information regarding the Philip Morris documents you have, relating to low-ignition-propensity cigarettes. If you will provide these questions in writing and forward the documents, we will respond prior to your broadcast. Sincerely, Via¥ao Nb— rege T26ETSESNS",0
"Here come the winners —they smoke for pleasure What's the score? Have a Camel, You win the real enjoy- ment of smoking. Fragrant, mild, altogether delightfal— Camels “Pd walk a mile for a Camel”",4
"C Balyy HAMSON TORACCO CORPORATION RHO ESI HBL Sv4- BOL Bees 3: house, Ken peter October 1, 1876 Mr. Thom Grant McCann-Erickson, Inc, 405 Texington Ave, New York, NY 10017 Subject: VICEROY Project Dear ‘Tham: This summarizes our understanding of future action to be taken by MeCann-Lirickson on the VICEROY Droject, Please tet me know. 85 coon as possible, If this varies from your understanding, 1. Cont McCann will farward to my attention a copy of out Contract revised to note Weir specific concems nnd crceat Spproach to the assignment, ‘This sould be in our hands the week of October 4, 2, Research Proposals: MeCann will forward to B&W research Proposals for Projects A and Band advertising campaign evaluation, ‘These propnsals should cover objectives, methodology, timing, suppliers, and casts. Please forward to try attention, the week of October 4, a date when these Proposals will be forthcoming, M&W will fund this research pending prior approval und will observe varions research activities to the degree possible, Strategies: MeCann will forward to BAW a recommen marketing strategy and advertising etealagy fox Ue ore brand, “W&W expects this document pros w approval sian 20 production eustsy Please supply & date wher thts wil we forthcoming. led",0
"won SSK Inactivation-Reactivation of Aconitase in Escherichia coli A SENSITIVE MEASURE OF SUPEROXIDE RADICAL* repres Nation by O; and renetivati nd it provided, for the first t steady-state concentration of O5 wiibin E. colt. On this Jed to be ~20-40 pm in aerobic js of wuper= train lack ing superoxide dismutase. ‘Superoxide radical (Os) 18 a toxic by-product of normal tserobie metabolism (1). and aerobic organisms. with few Known exceptions (2, 3), defend against O; toxicity By ex Dressing the O;-scavenfing enzyme superoxide dnmutase (SOD)! The vital role of SOD sn protecting opsinstO: Gamoge has been elegantly demonstrated through stucbes of SOD mutants of Soccharomsers cerevisiae (4, 8). Escherichia oli (6), and Drosophila, melanogaster (7). Vet. a thorough Gnderstanding of the defensive role of SOD. and of the com: plex controlaon SOD expression, requires 9 greater knowledge Sf both the envtical cellular targets of O; and the intracellular levels of O, lty of conditions: Wwe targets hove been identiied (8), ning. prosthetic iron MEAS. the Jansson end Dobson Focused tence Foxman he costs of prubltcation of thie ed in part by the peyenent of ‘charges Thi therelore be hereby marked ""adver srment“troccordancewn i USE Secon VFM ok 10 mde ei Telham coprenpondence should Be ent Te The bres PUBLICATIONS FILE eorr pubitetion. December 12,1981) Paul R. Gardner nd Irwin Eridavicht___. From the Department of Brochemistry, Duke Universit ‘Medicol Center, Durham, North Corsine 27710 sted the inactivation renctivation of acon jonship between aconitace activity and OF We have inves tase and the Fel Tevels within E. ‘Scendy-state O7 levele In rexporn yet Thi 1 Topi of inereasing SOD expression iron starvation and oxidative metabeliom is ‘considered in light of this inectivution- reactivation of aconi= MATERIALS AND METHODS E cols £12 SOD mutants 1190 (204A) and J1132 (sod AsodB, the se meant UNI (hatEkatG) and the reapectve rcogenie aren PomBcOrsn. sphenvcol, soprepsi has soctine bed lt barr dors yarorenase (erpe, Ui. ‘el ree beaut coro were obeanned from Sigma Rieter enulaae and bovine serum albumin (ection Vi were frm Bichringer Manshim ovine mk xantmine ooidase war kingly Drowided by KV"" Rayenopalen of Une departenert Tied und Growth of Portrva~UB magiom (4) contained 10 sof nyptone (Difeg' of yeast extrac tb WOig of sediom ERBndenter Mima ssedhsrs was made op sith sept water nd Stmenned 66 mar KHPOr 2 ae KENPO. 76mm INH) SOn 17 fod citrate: 1 at MgSO, MnSO. Yas specified 10 o8/a! Thnsmmone hydrochloride” pve tach of the 20 rormmo acts at 40 o4/ nitenheyitine inateod of cyntenne Sediom succinate or plocoee were SRiplied onthe sumamal ipediuin at O46 to/e) anieas others Indicated he pit cits medio ws apusted ‘ith NeOH or HCI Coleuree were routinely grown eerobc aly ‘SESE wah a medion volume 10 ak nd rout wns tnontoned niet allot S80 0m, Tr Viee Stobtiey of Acontose -Fxtracts of anaerobically geen codAsodih Eth sich are devard of SOD acter srere prepa Brecon described (12) These extecta were eided nto mo inropen end sere Thin ef Nr wine beime ieirmees f 0, by pascage Over hot copper ie ere dered tne flow of N wa rel Prrporoto of Cal Enter Arete {3 ri oft phase cle. were remared, washout iterrapting apiation, dnd were delivered Sparel 13st Enero bea atic were medic ier 012763 HOd3Y TWANNY 2661",6
"ATHOL, MASS. NEWS 2-8-69 tgs t ‘Cigarette Ads “The Federal Communications Com. mission would like to bar cigarette adver- tising from television and radio, By a six + to one vote, the commission adopted a regulation banning the advertising and it will become effective unless Congress al- lows the present labelling provision to lapse on July 7. ‘The commission holds power over TV and radio because of the necessity for licensing. Both use the public airways and have exclusive rights to assigned chan- nels in their own territories. They are, therefore, not ‘in the same position as newspapers and other publications, which hhave no such exclusive rights and do not . make use of public property, Nevertheless, since TV and radio are allowed to carry advertising, and since ‘cigarettes are legal, the commission's posi- tion is unsound. It should be possible to ad. vertise anything that can be legally of- fered for sa‘e. On a selfish basis, newspapers. might be inclinea to approve the commission's ban, Television took in about 264 million dollars from cigarette manufacturers last year and newspaper income from them hhas declined to a dribble, But the prin. ciple involved is more important than... lars. If the FOC is so desperately concern. ed about the use of cigarettes, it should Propose that ail sale of them ke prohibited. 50852110 2-8-69 | Cigaret Advertising Congress in 1985 authorized the Federal Trade Commission to print ‘a health warning notice on every package of cigarets sold. At the same time, as a sop to the tobacco Industry, it ordered there should be no restrictions on cigaret advertising until June 30, 1969. ‘That date is now approaching. The Issue is joined by the fact the Fed- eral Communications Commission has proposed the complete ban of radio and television advertising, if Congress lets it have authority in this field. So another battle royal will be Joined in coming weeks. The good guys will argue that since cigarets have been proved a serious health menace, the advertising of them ‘over broadcast media should be halt- ed to keep the young in particular from being enticed. ‘The bad guys will refute the charge as best they can. Cigaret advertisers provide the broadcasters with sev- eral hundred million dollars annual- ly, and this they are not going to give up willingly. The broadcasters have other fac- tors working in their favor. Several members of Congress have radio or ‘TV interests. Still more have close personal friends and campaign con- tributors among big names in the world. There is a conflict of interest here, but it will be resolved in fa- vor of the status quo. Unless the public becomes much more concerned about this matter than it yet has been, the bad guys are much more likely to prevail. The customary plethora of cigaret com- mercials is to be anticipated when the new programs are screened next fall. HUTCHINSON, KANS. NEWS YSOSSzTto",9
2064932717 By 4 . ad) iu hol,4
"‘mes-DisParca Richoond, Virginie april 4, ""1962 Smokers Tax Would Pay « Space Costs (NEW YORK, Ap Sum. “rae pi at yar By Uni ‘Sater amare weld more the Unie Sates suc agen tobe lng erga ‘Stnated Turd. ‘Get twee =n 081 sown 9 tbat 3 Sie tary at cl ate and fet fra govern vl weed (Sr te te datuccsTntte tu rertening most ot fhe “Phe 196 beat of the Ne ‘Beinn ie Ba LADY DEALER Cleveland, Ohio A April by 982 8 S. Smokers Pay Space Agency il (eareetantan tat CEE ie Te ote of te SiarEsaS 100353 7@52A Foor ASTI & SO"" TELEGRAPH 4 Pitesburgh, Penaeylvania WORD ford &, 13 Tulsa, oltahone ; oT nl we Smokers’ Tax Smokers’ Taxes Was Sizable [NEW YORK, Ape 3 (AP) ies mia Tops Space Cost Cire ae, to tet susetned fst aon, eran hve ering we hue be pe a Iter agre an bac 100353 16520 mERALD-1eWS) Passaic, Nev Jersey Apri 26, 196 on. ous Aer eroee ie vsror Springfield, Mass. ‘April b, 1982 mB, U.S. Cigaret Taxes Tanpas Plorida In 1961 Would Cover. April 'b, 1962 li Hey 22 ni Sr ees oi te 10035 37652E uh QLESE00T",9
"“Cleaner.” The New Choice For Smokers. In the 1950s, America’s new choice was /tered smoke. By the 1970s, many of us preferred our smoke Hight. Today marks the introduction of cleaner smoke. And a new era for smokers is about to begin. It will revolutionize smoking. Incredible as it sounds, this is the first cigarette you actually smoke by heating tobacco, @ burning tt. It’s a breakthrough that changes the very composition of cigarette smoke — substan- tally reducing many of the controversial compounds found in the smoke of tobacco-burning cigarettes. Those that remain include carbon monoxide, but it’s at a level no greater than in the best-selling “lights” Quite simply, it’s a breakthrough for everyone who smokes. Cleaner smoke. Cleaner pleasure. From your very first pull this ‘will treat you to a smoother smoke than you've ever experienced, Smoke that feels full, but not at all heavy. Smoke that satisfies, yet dissi- pates almost the moment you exhale. Smoke with a cleaner taste, a cleaner aroma, a cleaner feel. And since the tobacco doesn’t burn, the cigarette doesn’t burn down, so there’s no loose ash to flick and - after a puff or two - virtually no smoke from the lit end, If all this sounds too good to be true, prove it to yourself. Discover the new pleasure of cleaner smoking, 1g nen preg FI etd. TIze 90HTs",4
